207	194	59	50
212	196	58	50
217	198	56	49
222	200	55	48
219	197	55	52
218	198	51	51
217	198	46	50
215	199	44	49
214	199	42	49
213	200	41	48
208	201	42	47
204	201	44	47
200	202	46	46
196	203	48	45
191	203	49	45
187	204	51	44
183	204	53	43
182	204	53	45
182	203	53	46
181	203	53	48
183	204	52	47
185	204	51	46
187	205	50	45
189	205	49	46
191	206	48	47
193	206	47	48
194	207	47	49
196	207	47	50
198	208	48	50
200	208	48	51
202	209	48	52
204	210	48	53
206	210	48	54
208	211	49	54
207	211	51	55
206	211	54	56
204	211	56	57
203	211	59	58
202	211	61	59
200	211	64	60
199	211	66	61
200	211	66	60
201	211	66	59
202	211	66	57
203	211	66	56
204	209	66	55
204	207	66	55
205	205	66	55
206	204	65	54
206	202	65	54
207	200	65	54
207	199	65	54
206	197	65	54
204	195	65	54
203	193	65	54
201	191	65	55
200	189	65	55
198	187	65	55
197	185	65	56
195	183	65	56
194	181	65	56
192	179	65	57
191	179	66	57
189	179	66	57
188	179	67	57
186	179	67	57
185	179	68	57
183	179	68	57
182	180	69	58
184	182	70	57
187	185	70	56
190	188	71	56
193	191	72	55
195	194	73	55
198	196	73	54
201	199	74	54
204	202	75	53
206	205	76	53
206	205	76	53
205	205	76	53
205	205	76	53
204	205	76	53
203	204	77	53
203	204	77	53
202	204	77	53
202	204	77	53
201	204	78	53
200	204	78	53
200	204	78	53
199	204	78	54
199	204	79	54
199	203	80	54
199	203	81	55
199	202	82	55
199	202	83	55
199	201	84	56
199	201	85	56
202	201	83	56
206	202	82	55
209	202	80	55
212	203	78	54
215	203	77	54
218	203	75	53
222	204	74	53
225	204	72	52
228	204	71	52
229	203	70	53
230	202	70	54
232	201	69	55
233	200	69	56
234	199	68	57
235	198	68	58
237	197	67	59
238	196	67	60
239	195	66	61
240	194	65	62
241	192	65	63
240	192	65	62
239	192	65	61
238	192	66	61
237	192	66	60
236	192	66	59
235	192	66	58
234	192	67	57
233	192	67	56
232	192	67	55
231	192	67	54
230	192	68	54
229	192	68	53
228	192	68	52
227	192	68	51
225	192	68	50
225	191	67	51
225	190	66	52
225	189	65	54
225	188	64	55
225	186	62	56
225	185	61	57
225	184	60	58
225	183	59	60
225	182	58	61
225	180	56	62
225	179	55	63
226	176	54	62
226	173	54	60
226	170	53	58
226	166	52	57
226	163	52	55
226	160	51	54
226	157	50	52
226	154	49	50
222	149	50	51
218	144	51	51
214	140	51	52
209	135	52	52
208	127	51	53
206	120	50	53
204	112	50	54
203	105	49	54
199	104	50	52
195	103	51	50
192	102	52	48
188	101	53	45
184	100	55	43
187	99	54	43
190	97	53	43
193	96	52	42
197	95	51	42
200	94	51	42
203	92	50	42
206	91	49	41
209	90	48	41
211	89	47	41
213	89	46	41
215	89	44	41
217	89	43	42
220	89	42	42
222	89	40	42
224	88	39	42
226	88	38	42
228	88	37	42
230	88	35	42
233	88	34	42
235	88	33	42
237	87	32	42
239	87	30	42
241	87	29	43
243	91	29	42
244	96	29	42
246	100	29	41
248	105	29	40
249	109	29	40
251	114	29	39
252	118	28	39
254	123	28	38
255	127	28	38
257	131	28	37
258	136	28	37
260	140	28	36
262	145	28	36
263	149	28	33
266	155	28	32
270	160	28	31
273	166	28	30
277	171	28	29
280	176	28	28
283	182	28	28
287	187	28	27
289	190	28	28
292	193	27	29
294	196	27	29
297	199	27	30
300	202	27	31
300	203	27	31
301	204	28	31
301	206	28	31
302	207	28	31
302	208	29	31
302	210	29	31
303	211	29	31
303	212	30	31
304	213	30	32
304	215	30	32
305	216	31	32
305	217	31	32
306	219	31	32
306	220	32	32
307	221	32	32
307	222	32	32
308	224	33	34
308	225	33	37
309	226	33	39
309	228	34	41
309	228	36	40
309	228	38	39
309	229	40	38
308	229	43	37
308	230	45	35
308	230	47	34
308	230	50	33
308	231	52	32
308	231	54	31
308	231	57	30
309	232	56	30
311	232	56	31
313	232	55	31
315	232	55	32
317	233	54	33
319	233	54	33
321	233	53	34
323	234	53	34
324	234	52	35
326	234	52	35
326	232	52	37
325	229	52	38
325	226	52	39
324	224	52	40
324	221	52	42
323	218	52	43
323	216	52	44
322	213	52	45
322	210	52	47
321	207	52	48
321	205	53	48
320	202	53	48
320	199	53	48
319	196	53	48
319	193	54	48
318	191	54	48
318	188	54	48
317	185	54	48
316	186	57	47
315	187	60	45
314	188	62	44
313	190	65	43
312	191	66	43
312	192	67	42
311	193	68	42
310	194	69	41
309	195	70	41
308	196	71	40
308	197	72	39
311	199	72	40
314	200	71	40
317	201	71	41
320	202	70	41
323	203	70	42
326	204	70	42
329	205	69	43
332	206	69	43
335	207	68	43
337	206	70	43
340	205	73	43
342	203	75	42
342	202	75	42
341	201	74	41
341	199	74	41
341	198	74	40
341	196	73	40
340	195	73	39
340	194	73	39
340	192	72	39
340	191	72	38
339	189	72	38
341	190	72	38
342	191	73	38
343	192	73	38
344	193	73	39
345	193	74	39
346	194	74	39
348	195	74	40
349	196	75	40
348	200	75	39
347	205	75	39
346	210	75	39
345	214	75	38
344	219	75	38
343	223	75	38
342	228	75	38
341	232	75	37
340	237	75	37
339	241	75	37
338	246	75	36
333	248	77	35
328	251	79	34
323	254	80	33
318	257	80	32
314	255	81	33
311	253	81	34
308	251	81	34
305	249	81	35
302	247	81	36
299	245	81	37
299	241	82	37
300	237	82	36
301	233	83	35
302	229	83	35
302	226	83	34
303	222	84	34
304	218	84	33
309	218	85	33
315	219	86	33
320	219	87	33
325	220	88	32
331	220	89	32
336	221	90	32
342	221	91	32
345	221	91	33
349	221	90	34
352	221	90	34
356	221	90	35
359	221	89	36
363	221	89	37
366	221	88	38
367	223	88	37
368	224	87	37
369	226	87	37
370	227	86	37
371	229	86	36
372	231	85	36
373	232	84	36
371	230	85	37
370	228	86	38
369	226	87	39
368	225	88	40
367	223	89	41
364	218	90	41
362	214	90	41
359	210	91	41
356	205	92	41
354	201	92	41
351	197	93	41
348	192	94	41
346	188	94	41
345	185	94	39
344	183	93	38
342	180	93	37
342	178	91	39
341	175	90	40
341	173	88	42
340	170	86	43
339	168	85	45
339	165	83	46
338	163	82	48
340	164	81	47
343	166	81	47
345	168	81	47
348	170	81	47
350	171	81	46
352	173	81	46
355	175	81	46
357	177	81	45
359	178	81	45
362	180	80	45
362	181	80	44
362	182	80	44
362	183	79	43
362	184	79	42
362	185	79	42
362	186	78	41
362	187	78	40
362	188	78	39
362	189	77	39
362	190	77	38
362	191	76	37
362	192	76	37
362	193	76	36
362	194	75	35
360	195	76	36
359	196	77	37
357	197	78	37
356	198	79	38
355	200	80	38
353	201	81	39
352	202	82	39
350	203	83	40
350	205	78	40
349	207	78	41
348	209	78	41
348	211	78	41
347	213	78	42
347	215	78	42
346	217	79	42
346	219	79	43
345	221	79	43
344	223	79	43
344	225	78	43
344	227	78	42
343	230	77	41
343	232	76	41
343	235	76	40
342	237	75	40
342	239	75	39
342	242	74	38
342	244	73	38
339	248	75	36
337	251	77	35
335	254	79	33
333	257	80	31
331	261	82	30
329	264	84	28
330	264	84	28
330	264	83	29
331	264	83	29
332	264	83	29
332	264	82	29
333	264	82	30
333	264	81	30
334	264	81	30
334	261	81	31
334	257	80	31
334	254	80	32
333	251	80	33
333	248	80	34
333	244	79	34
333	241	81	33
333	238	82	33
333	234	84	32
335	232	84	33
337	229	83	35
340	227	83	37
342	225	83	38
344	222	82	40
347	220	82	41
349	222	82	41
351	224	82	40
354	227	81	39
356	229	81	38
358	231	81	37
360	233	80	37
363	235	80	36
365	238	80	35
367	240	79	34
370	242	79	33
368	243	79	32
367	244	79	31
365	245	79	31
363	246	79	30
362	247	79	29
361	248	80	29
359	249	80	30
358	250	81	30
357	251	81	31
356	252	82	31
355	254	82	32
353	252	82	32
351	251	81	31
349	249	81	31
347	247	80	31
345	246	80	31
343	244	79	30
341	245	79	31
339	246	79	31
336	246	79	31
334	247	80	32
332	247	80	32
330	248	80	32
328	249	80	33
326	249	80	33
323	250	80	33
321	250	81	34
319	251	81	34
317	252	81	34
315	252	81	34
313	253	81	35
312	253	81	35
311	253	80	35
310	253	79	35
309	253	79	35
309	252	78	35
308	252	78	35
307	252	77	35
306	252	77	35
305	252	76	35
304	252	75	35
304	252	75	35
303	252	74	35
302	252	74	35
301	252	73	35
300	252	73	35
300	250	73	35
299	249	73	34
299	248	73	34
298	247	73	34
298	246	74	34
297	245	74	34
297	244	74	33
296	243	74	33
296	242	74	33
295	241	75	33
295	240	75	32
294	239	75	32
294	238	75	32
293	237	75	32
294	235	75	32
295	232	75	31
295	230	75	31
296	227	75	31
297	225	75	31
297	223	75	31
298	220	75	30
299	218	75	30
300	215	75	30
300	213	75	30
301	210	75	30
301	210	76	30
301	209	77	30
302	209	77	30
302	208	78	31
302	208	79	31
302	207	80	31
302	206	80	31
303	206	81	32
303	205	82	32
302	207	81	31
302	209	80	31
301	211	79	30
301	213	78	30
300	214	77	29
299	216	77	29
299	218	76	28
298	220	75	28
298	222	74	27
295	225	76	28
291	229	78	29
288	232	80	30
285	236	82	31
283	234	81	31
281	232	81	31
279	230	80	31
277	228	80	31
275	226	80	31
273	224	79	31
271	223	79	31
269	221	79	31
267	219	78	31
265	217	78	31
263	215	77	31
261	213	77	31
261	213	77	31
262	212	77	31
262	212	77	31
262	211	77	31
262	211	76	31
262	210	76	31
263	210	76	31
263	209	76	31
263	209	76	31
263	208	76	31
264	208	76	31
264	207	76	31
264	207	75	31
261	203	75	33
258	199	75	34
255	195	75	36
252	190	75	38
249	186	74	40
243	185	74	39
237	183	74	39
230	182	74	38
224	180	74	38
217	179	74	38
215	181	75	36
213	183	76	35
210	185	77	34
208	187	78	33
206	189	79	32
203	191	80	31
201	193	81	30
199	195	82	29
198	194	82	29
197	192	83	29
197	191	83	29
196	190	83	29
195	189	84	29
195	187	84	29
194	186	84	29
196	184	84	29
199	182	83	29
202	180	82	30
204	178	81	30
207	176	81	30
210	174	80	30
212	172	79	30
215	170	78	30
217	170	78	30
218	171	77	30
220	171	77	30
221	171	76	30
223	172	76	30
224	172	75	30
226	173	75	29
227	173	74	29
229	173	74	29
232	175	73	29
235	177	73	29
238	179	72	28
241	180	72	28
244	182	71	28
247	184	71	28
250	186	71	27
253	188	70	27
256	189	70	27
259	191	69	27
262	193	69	26
265	195	68	26
269	197	68	26
272	198	67	25
275	200	67	25
278	200	67	26
280	199	66	26
283	199	66	27
286	198	66	27
289	198	65	27
292	198	65	28
295	197	65	28
298	197	65	27
301	196	66	26
304	196	66	25
307	195	67	24
310	193	67	24
313	190	67	25
317	187	67	25
320	185	67	26
324	182	67	26
327	179	67	27
330	179	67	27
334	178	67	26
339	179	64	26
345	181	62	26
351	182	59	26
354	184	59	26
357	186	60	26
359	187	60	26
362	189	60	26
365	190	61	26
363	193	60	26
362	195	60	26
360	198	59	26
358	201	58	26
357	203	58	25
355	206	57	25
353	208	56	25
352	211	56	25
350	213	55	25
348	216	54	25
347	219	54	24
345	221	53	24
343	224	52	24
340	223	53	23
337	222	53	22
334	219	53	24
331	215	53	26
328	211	53	28
325	208	53	29
322	204	52	31
319	200	52	33
319	201	51	25
320	201	51	25
320	202	51	25
320	203	51	24
320	203	51	24
321	204	51	24
321	204	51	24
321	205	51	24
322	205	52	24
322	206	52	25
322	206	52	25
322	207	52	26
323	208	52	27
323	208	52	27
323	209	52	28
324	209	52	29
324	207	51	28
324	205	50	28
324	203	49	28
324	201	48	28
324	199	47	28
324	197	46	28
324	194	45	28
324	195	46	28
324	196	46	29
324	197	47	30
324	198	47	30
324	203	46	28
325	207	44	26
325	212	43	24
326	217	41	22
327	218	40	23
329	218	39	25
330	219	38	26
331	219	37	28
332	220	36	29
332	220	36	29
331	220	35	29
330	220	34	29
329	219	34	30
328	219	33	30
327	219	32	30
326	219	32	30
325	219	31	30
325	218	32	25
324	217	33	21
324	216	33	20
323	215	34	18
323	215	34	17
325	214	34	17
327	213	33	18
329	212	33	18
331	211	33	19
333	210	32	19
336	210	32	20
338	209	32	21
340	208	31	22
342	207	31	24
344	207	33	22
346	207	34	20
347	207	36	19
351	208	35	19
355	209	34	19
359	211	33	20
363	212	33	20
367	213	32	20
371	215	31	21
376	216	30	21
380	217	28	22
385	219	27	22
389	220	26	23
391	221	27	24
394	223	28	24
394	220	27	22
394	218	26	21
394	218	26	20
394	217	25	19
393	217	24	18
393	216	23	17
392	216	22	16
392	215	22	15
391	214	23	16
391	212	25	18
390	211	26	19
388	209	24	18
386	208	23	17
385	206	21	17
383	205	19	16
381	203	17	15
383	204	17	15
384	205	17	15
385	206	17	15
386	207	17	16
387	208	17	16
389	210	16	16
391	211	17	16
392	212	18	16
394	212	19	17
396	212	19	18
398	213	20	18
400	213	21	19
403	212	17	16
406	212	17	16
409	212	17	15
412	212	16	15
414	211	16	15
415	210	16	14
417	210	16	14
418	208	16	15
419	207	16	15
420	206	16	16
421	204	16	16
416	202	19	17
412	199	21	18
412	197	17	16
413	195	14	13
411	195	14	13
409	195	14	13
407	195	14	13
405	194	14	13
402	194	14	13
401	195	14	13
399	196	14	13
397	197	13	13
395	198	13	13
393	200	13	13
391	201	13	13
388	203	13	13
386	205	13	13
384	206	14	13
382	208	14	13
379	210	14	13
377	211	14	13
375	213	14	13
373	215	14	13
370	216	14	13
368	218	15	13
364	217	15	14
360	216	15	14
356	215	16	15
352	214	16	15
350	214	19	17
348	214	21	18
347	215	21	18
346	216	20	18
345	217	20	17
344	217	20	17
343	218	19	17
343	219	19	16
342	220	19	16
341	221	19	15
340	222	18	15
339	223	18	15
339	225	18	14
339	227	18	13
340	227	15	14
340	228	15	13
340	230	14	12
340	231	14	12
340	232	13	11
339	231	13	11
338	231	13	11
337	230	13	11
336	229	13	11
335	229	12	11
